findingId,severity,rule,seed,company,quarter,classification,confidence,observation
A01:sai-train-standard-001:BAL:T23,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,23,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業54/108人（50.0%）を配置したが、JPの取り得る機会は全市場の2.2%（1907t）しかない。未充足の機会が残る市場: CN(未充足機会 54033t), US(未充足機会 18955t), OTHER(未充足機会 2835t)"
A01:sai-train-standard-001:BAL:T24,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,24,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業58/117人（49.6%）を配置したが、JPの取り得る機会は全市場の1.9%（1650t）しかない。未充足の機会が残る市場: CN(未充足機会 52461t), US(未充足機会 18117t), OTHER(未充足機会 2119t)"
A01:sai-train-standard-001:BAL:T25,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,25,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業58/117人（49.6%）を配置したが、JPの取り得る機会は全市場の2.0%（1718t）しかない。未充足の機会が残る市場: CN(未充足機会 57560t), US(未充足機会 15707t), OTHER(未充足機会 1818t)"
A01:sai-train-standard-001:BAL:T26,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,26,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業58/117人（49.6%）を配置したが、JPの取り得る機会は全市場の1.8%（1561t）しかない。未充足の機会が残る市場: CN(未充足機会 58440t), US(未充足機会 16451t), OTHER(未充足機会 2113t)"
A01:sai-train-standard-001:BAL:T27,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,27,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業58/117人（49.6%）を配置したが、JPの取り得る機会は全市場の1.7%（1493t）しかない。未充足の機会が残る市場: CN(未充足機会 58256t), US(未充足機会 17623t), OTHER(未充足機会 2433t)"
A01:sai-train-standard-001:BAL:T28,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,28,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業58/117人（49.6%）を配置したが、JPの取り得る機会は全市場の1.5%（1344t）しかない。未充足の機会が残る市場: CN(未充足機会 58374t), US(未充足機会 17698t), OTHER(未充足機会 2214t)"
A01:sai-train-standard-001:BAL:T29,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,29,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業63/126人（50.0%）を配置したが、JPの取り得る機会は全市場の1.5%（1371t）しかない。未充足の機会が残る市場: CN(未充足機会 61702t), US(未充足機会 14796t), OTHER(未充足機会 1664t)"
A01:sai-train-standard-001:BAL:T3,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,3,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業14/27人（51.9%）を配置したが、JPの取り得る機会は全市場の6.4%（4865t）しかない。未充足の機会が残る市場: CN(未充足機会 23969t), US(未充足機会 20631t), EU(未充足機会 13973t), OTHER(未充足機会 8897t)"
A01:sai-train-standard-001:BAL:T30,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,30,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業67/135人（49.6%）を配置したが、JPの取り得る機会は全市場の1.5%（1335t）しかない。未充足の機会が残る市場: CN(未充足機会 61402t), US(未充足機会 15255t), OTHER(未充足機会 1830t)"
A01:sai-train-standard-001:BAL:T31,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,31,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業70/140人（50.0%）を配置したが、JPの取り得る機会は全市場の1.4%（1280t）しかない。未充足の機会が残る市場: CN(未充足機会 58576t), US(未充足機会 16022t), OTHER(未充足機会 2079t)"
A01:sai-train-standard-001:BAL:T32,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,32,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業70/140人（50.0%）を配置したが、JPの取り得る機会は全市場の1.5%（1385t）しかない。未充足の機会が残る市場: CN(未充足機会 58723t), US(未充足機会 17383t), OTHER(未充足機会 2301t)"
A01:sai-train-standard-001:BAL:T4,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,4,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業18/36人（50.0%）を配置したが、JPの取り得る機会は全市場の5.2%（4267t）しかない。未充足の機会が残る市場: CN(未充足機会 26747t), US(未充足機会 24674t), EU(未充足機会 12783t), OTHER(未充足機会 9793t)"
A01:sai-train-standard-001:BAL:T5,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,5,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業22/45人（48.9%）を配置したが、JPの取り得る機会は全市場の5.4%（4341t）しかない。未充足の機会が残る市場: CN(未充足機会 30296t), US(未充足機会 22174t), EU(未充足機会 10149t), OTHER(未充足機会 7983t)"
A01:sai-train-standard-001:BAL:T6,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,6,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業27/54人（50.0%）を配置したが、JPの取り得る機会は全市場の6.2%（4877t）しかない。未充足の機会が残る市場: CN(未充足機会 31028t), US(未充足機会 22178t), EU(未充足機会 8321t), OTHER(未充足機会 7354t)"
A01:sai-train-standard-001:BAL:T7,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,7,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業31/63人（49.2%）を配置したが、JPの取り得る機会は全市場の6.2%（4994t）しかない。未充足の機会が残る市場: CN(未充足機会 30900t), US(未充足機会 23158t), EU(未充足機会 7862t), OTHER(未充足機会 7096t)"
A01:sai-train-standard-001:BAL:T8,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,8,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業31/63人（49.2%）を配置したが、JPの取り得る機会は全市場の5.8%（4790t）しかない。未充足の機会が残る市場: CN(未充足機会 32657t), US(未充足機会 24495t), EU(未充足機会 7067t), OTHER(未充足機会 6701t)"
A01:sai-train-standard-001:BAL:T9,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,BAL,9,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業31/63人（49.2%）を配置したが、JPの取り得る機会は全市場の5.4%（4522t）しかない。未充足の機会が残る市場: CN(未充足機会 38847t), US(未充足機会 22329t), EU(未充足機会 5348t), OTHER(未充足機会 5893t)"
A01:sai-train-standard-001:CONSV:T10,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,10,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業22/45人（48.9%）を配置したが、JPの取り得る機会は全市場の5.0%（4086t）しかない。未充足の機会が残る市場: CN(未充足機会 39251t), US(未充足機会 22603t), EU(未充足機会 4744t), OTHER(未充足機会 5853t)"
A01:sai-train-standard-001:CONSV:T11,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,11,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業22/45人（48.9%）を配置したが、JPの取り得る機会は全市場の5.1%（4348t）しかない。未充足の機会が残る市場: CN(未充足機会 39731t), US(未充足機会 24491t), EU(未充足機会 5016t), OTHER(未充足機会 6170t)"
A01:sai-train-standard-001:CONSV:T12,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,12,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業22/45人（48.9%）を配置したが、JPの取り得る機会は全市場の4.3%（3572t）しかない。未充足の機会が残る市場: CN(未充足機会 40721t), US(未充足機会 24336t), EU(未充足機会 3756t), OTHER(未充足機会 5430t)"
A01:sai-train-standard-001:CONSV:T13,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,13,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業25/50人（50.0%）を配置したが、JPの取り得る機会は全市場の3.9%（3298t）しかない。未充足の機会が残る市場: CN(未充足機会 46199t), US(未充足機会 21066t), EU(未充足機会 2750t), OTHER(未充足機会 4600t)"
A01:sai-train-standard-001:CONSV:T14,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,14,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業27/55人（49.1%）を配置したが、JPの取り得る機会は全市場の3.7%（3060t）しかない。未充足の機会が残る市場: CN(未充足機会 46101t), US(未充足機会 20964t), EU(未充足機会 2309t), OTHER(未充足機会 4364t)"
A01:sai-train-standard-001:CONSV:T15,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,15,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業30/60人（50.0%）を配置したが、JPの取り得る機会は全市場の3.7%（3168t）しかない。未充足の機会が残る市場: CN(未充足機会 46571t), US(未充足機会 23096t), EU(未充足機会 2252t), OTHER(未充足機会 4800t)"
A01:sai-train-standard-001:CONSV:T16,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,16,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業33/65人（50.8%）を配置したが、JPの取り得る機会は全市場の3.3%（2723t）しかない。未充足の機会が残る市場: CN(未充足機会 46311t), US(未充足機会 22147t), EU(未充足機会 1765t), OTHER(未充足機会 3962t)"
A01:sai-train-standard-001:CONSV:T17,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,17,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業33/65人（50.8%）を配置したが、JPの取り得る機会は全市場の3.0%（2422t）しかない。未充足の機会が残る市場: CN(未充足機会 50184t), US(未充足機会 18346t), EU(未充足機会 1093t), OTHER(未充足機会 3182t)"
A01:sai-train-standard-001:CONSV:T18,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,18,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業33/65人（50.8%）を配置したが、JPの取り得る機会は全市場の3.0%（2684t）しかない。未充足の機会が残る市場: CN(未充足機会 54690t), US(未充足機会 21229t), EU(未充足機会 1364t), OTHER(未充足機会 3866t)"
A01:sai-train-standard-001:CONSV:T19,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,19,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業35/70人（50.0%）を配置したが、JPの取り得る機会は全市場の2.6%（2244t）しかない。未充足の機会が残る市場: CN(未充足機会 50801t), US(未充足機会 20688t), OTHER(未充足機会 3502t)"
A01:sai-train-standard-001:CONSV:T2,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,2,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業5/10人（50.0%）を配置したが、JPの取り得る機会は全市場の6.8%（5452t）しかない。未充足の機会が残る市場: CN(未充足機会 28133t), US(未充足機会 20539t), EU(未充足機会 15061t), OTHER(未充足機会 9274t)"
A01:sai-train-standard-001:CONSV:T20,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,20,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業35/70人（50.0%）を配置したが、JPの取り得る機会は全市場の2.7%（2371t）しかない。未充足の機会が残る市場: CN(未充足機会 52528t), US(未充足機会 22133t), EU(未充足機会 1025t), OTHER(未充足機会 3585t)"
A01:sai-train-standard-001:CONSV:T21,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,21,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業38/75人（50.7%）を配置したが、JPの取り得る機会は全市場の2.3%（1952t）しかない。未充足の機会が残る市場: CN(未充足機会 55448t), US(未充足機会 17485t), OTHER(未充足機会 2750t)"
A01:sai-train-standard-001:CONSV:T22,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,22,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業38/75人（50.7%）を配置したが、JPの取り得る機会は全市場の2.2%（1793t）しかない。未充足の機会が残る市場: CN(未充足機会 53291t), US(未充足機会 17202t), OTHER(未充足機会 2775t)"
A01:sai-train-standard-001:CONSV:T23,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,23,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業38/75人（50.7%）を配置したが、JPの取り得る機会は全市場の2.2%（1907t）しかない。未充足の機会が残る市場: CN(未充足機会 54596t), US(未充足機会 19540t), OTHER(未充足機会 3420t)"
A01:sai-train-standard-001:CONSV:T24,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,24,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業40/80人（50.0%）を配置したが、JPの取り得る機会は全市場の1.9%（1650t）しかない。未充足の機会が残る市場: CN(未充足機会 53174t), US(未充足機会 18680t), OTHER(未充足機会 2832t)"
A01:sai-train-standard-001:CONSV:T25,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,25,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業42/85人（49.4%）を配置したが、JPの取り得る機会は全市場の2.0%（1718t）しかない。未充足の機会が残る市場: CN(未充足機会 58101t), US(未充足機会 16270t), OTHER(未充足機会 2360t)"
A01:sai-train-standard-001:CONSV:T26,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,26,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業44/88人（50.0%）を配置したが、JPの取り得る機会は全市場の1.8%（1561t）しかない。未充足の機会が残る市場: CN(未充足機会 58982t), US(未充足機会 16842t), OTHER(未充足機会 2654t)"
A01:sai-train-standard-001:CONSV:T27,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,27,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業44/88人（50.0%）を配置したが、JPの取り得る機会は全市場の1.7%（1493t）しかない。未充足の機会が残る市場: CN(未充足機会 58798t), US(未充足機会 18014t), OTHER(未充足機会 2975t)"
A01:sai-train-standard-001:CONSV:T28,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,28,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業44/88人（50.0%）を配置したが、JPの取り得る機会は全市場の1.5%（1344t）しかない。未充足の機会が残る市場: CN(未充足機会 58916t), US(未充足機会 18090t), OTHER(未充足機会 2756t)"
A01:sai-train-standard-001:CONSV:T29,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,29,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業44/88人（50.0%）を配置したが、JPの取り得る機会は全市場の1.5%（1371t）しかない。未充足の機会が残る市場: CN(未充足機会 62390t), US(未充足機会 15338t), OTHER(未充足機会 2352t)"
A01:sai-train-standard-001:CONSV:T3,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,3,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業7/15人（46.7%）を配置したが、JPの取り得る機会は全市場の6.4%（4865t）しかない。未充足の機会が残る市場: CN(未充足機会 24302t), US(未充足機会 20765t), EU(未充足機会 14107t), OTHER(未充足機会 9031t)"
A01:sai-train-standard-001:CONSV:T30,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,30,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業44/88人（50.0%）を配置したが、JPの取り得る機会は全市場の1.5%（1335t）しかない。未充足の機会が残る市場: CN(未充足機会 62234t), US(未充足機会 16087t), OTHER(未充足機会 2661t)"
A01:sai-train-standard-001:CONSV:T31,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,31,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業44/88人（50.0%）を配置したが、JPの取り得る機会は全市場の1.4%（1280t）しかない。未充足の機会が残る市場: CN(未充足機会 59548t), US(未充足機会 16853t), OTHER(未充足機会 2911t)"
A01:sai-train-standard-001:CONSV:T32,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,32,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業44/88人（50.0%）を配置したが、JPの取り得る機会は全市場の1.5%（1385t）しかない。未充足の機会が残る市場: CN(未充足機会 59695t), US(未充足機会 18215t), OTHER(未充足機会 3132t)"
A01:sai-train-standard-001:CONSV:T4,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,4,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業10/20人（50.0%）を配置したが、JPの取り得る機会は全市場の5.2%（4267t）しかない。未充足の機会が残る市場: CN(未充足機会 27005t), US(未充足機会 24968t), EU(未充足機会 13041t), OTHER(未充足機会 10087t)"
A01:sai-train-standard-001:CONSV:T5,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,5,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業13/25人（52.0%）を配置したが、JPの取り得る機会は全市場の5.4%（4341t）しかない。未充足の機会が残る市場: CN(未充足機会 30732t), US(未充足機会 22438t), EU(未充足機会 10585t), OTHER(未充足機会 8419t)"
A01:sai-train-standard-001:CONSV:T6,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,6,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業15/30人（50.0%）を配置したが、JPの取り得る機会は全市場の6.2%（4877t）しかない。未充足の機会が残る市場: CN(未充足機会 31426t), US(未充足機会 22615t), EU(未充足機会 8719t), OTHER(未充足機会 7752t)"
A01:sai-train-standard-001:CONSV:T7,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,7,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業18/35人（51.4%）を配置したが、JPの取り得る機会は全市場の6.2%（4994t）しかない。未充足の機会が残る市場: CN(未充足機会 31408t), US(未充足機会 23866t), EU(未充足機会 8570t), OTHER(未充足機会 7804t)"
A01:sai-train-standard-001:CONSV:T8,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,8,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業20/40人（50.0%）を配置したが、JPの取り得る機会は全市場の5.8%（4790t）しかない。未充足の機会が残る市場: CN(未充足機会 33165t), US(未充足機会 25003t), EU(未充足機会 7575t), OTHER(未充足機会 7209t)"
A01:sai-train-standard-001:CONSV:T9,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,CONSV,9,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業22/45人（48.9%）を配置したが、JPの取り得る機会は全市場の5.4%（4522t）しかない。未充足の機会が残る市場: CN(未充足機会 39160t), US(未充足機会 22837t), EU(未充足機会 5661t), OTHER(未充足機会 6205t)"
A01:sai-train-standard-001:JPQ:T10,P1,A01_SALES_FORCE_CONCENTRATION_WITHOUT_OPPORTUNITY,sai-train-standard-001,JPQ,10,STANDARD_AI_DESIGN_WEAKNESS,0.9,"市場JPへ営業21/42人（50.0%）を配置したが、JPの取り得る機会は全市場の5.0%（4086t）しかない。未充足の機会が残る市場: CN(未充足機会 39218t), US(未充足機会 22575t), EU(未充足機会 4911t), OTHER(未充足機会 6020t)"
